"Sentence","Sentiment"
"Setenta e três deles também possuem treinamento mais extenso em produtos desenvolvidos com base nas tecnologias mais recentes da ArchestrA, como a Wonderware System Platform.","neutral"
"A Divisão de Alimentos da L+ñnnen Tehtaat foi reorganizada em duas unidades de negócios estratégicas, Apetit Frozen Foods and Jams e Apetit Fish.","neutral"
"O fluxo de caixa líquido das atividades operacionais foi negativo em EUR 0,3 milhões, em comparação com EUR 30,9 milhões em 2009.","neutral"
"O módulo principal do Rádio Remoto estará disponível com potência de 4 W para bandas de frequência TDD de 2,5 GHz e 3,5 GHz.","neutral"
"O ONOR mantém sua orientação do ano inteiro para 2010.","neutral"
"A empresa de energia finlandesa Fortum relata que 89 % de sua eletricidade foi gerada sem emissões de dióxido de carbono em 2007.","neutral"
"Os dados e análises de mercado são derivados de pesquisas primárias e secundárias.","neutral"
"O pedido inclui uma estrutura de aço, estruturas de telhado e elementos de parede de partição, e Rautaruukki disse que espera concluir a instalação já em maio no próximo ano.","neutral"
"O preço fixo de aquisição é de NOK 70 (aproximadamente 8,7) milhões de euros e o preço adicional de NOK 15 (EUR 1,8) milhões no máximo.","neutral"
"O pedido está incluído no backlog do pedido do quarto trimestre de 2007 da Metso.","neutral"
"Dragonfly Love é outro vídeo filmado do início ao fim usando o Nokia N8.","neutral"
"Na Finlândia, as cinco maiores marcas controlam 90% do mercado de cerveja.","neutral"
"Alexandria, Virgínia, 19 de dezembro - Patente dos Estados Unidos no.7.853.620, emitido em 14 de dezembro, foi designado para a Nokia Corp. (Espoo, Finlândia).","neutral"
"A experiência da Vaisala em dados e sistemas de informação sobre raios é baseada em ampla experiência e investimento em P&D.","neutral"
"O presidente da FCC, Kevin Martin, disse que o Fair Play exigia estender as mesmas regras desregulatórias às linhas de assinantes digitais que os provedores de telecomunicações usam para redes de banda larga.","neutral"
"Os carregadores de qualidade da marca CHARGZ são vendidos em lojas de varejo selecionadas e outros locais de vendas em todo o mundo.","neutral"
"O módulo principal do Rádio Remoto estará disponível com potência de 4 W para bandas de frequência TDD de 2,5 GHz e 3,5 GHz.","neutral"
"A Technopolis tem operações finlandesas em Oulu, Vantaa, Espoo, Lappeenranta, Jyvaskyla e Tampere e também está se preparando para expandir suas operações para a Rússia.","neutral"
"Nenhum detalhe financeiro foi revelado.","neutral"
"Cada direito de opção confere ao titular o direito de subscrever uma nova acção ao preço de subscrição de 0,045 euros durante o período de subscrição que termina em 31 de Dezembro de 2013.","neutral"
"Um pagamento de ganho de até 4,0 mln euros (US $ 5,3 mln) também pode ser pago, dependendo do desempenho financeiro da Intellibis em 2007.","neutral"
"A Salcomp Manufacturing OY pagará 35 milhões de euros em dinheiro à Salcomp em conexão com a implementação da venda e transferência dos negócios.","neutral"
"O montante restante será financiado através de dívida, disse o banco dinamarquês.","neutral"
"A empresa deveria entregar maquinário para uma laminadora na região de Tomsk, na Rússia.","neutral"
"O setor de energia representou aproximadamente 33 % e a indústria siderúrgica por cerca de 57 % do volume de transporte.","neutral"
"O valor da ordem é de cerca de 30 milhões de euros.","neutral"
"Kesko tem cerca de 2.000 lojas envolvidas em operações de cadeia nos países nórdicos e bálticos, Rússia e Bielorrússia.","neutral"
"As partes concordaram em não divulgar o valor da transação.","neutral"
"A empresa espera uma receita entre US$ 8,4 bilhões e US$ 8,7 bilhões, em comparação com estimativas de analistas de US$ 8,67 bilhões.","neutral"
"Até agora, a norueguesa Norske Skog reduziu o quadro de funcionários em 1.000 pessoas e planeja reduzir a produção em 200.000 toneladas em 2008, enquanto a finlandesa-sueca Stora Enso cortará o quadro de funcionários em 1.700 pessoas e a produção em 500.000 toneladas.","neutral"
"Isto se deve ao adiamento da tomada de decisão dos projetos na fase de negociação em relação à estimativa anterior.","neutral"
"O Edital na íntegra, com outras propostas do Comitê de Nomeação e do Conselho, será publicado pelo menos quatro semanas antes de 28 de abril no site da empresa e no Post-och Inrikes Tidningar e Dagens Industri.","neutral"
"O lucro operacional foi de 1,6 milhão de euros em 2005, em comparação com 5,9 MN de euros em 2004.","neutral"
"Os novos SEPA cads substituirão os cartões bancários finlandeses.","neutral"
"O lucro da empresa totalizou Ls 578.100 no primeiro semestre de 2007, uma queda de 30,9% em relação ao ano anterior.","neutral"
"Em consequência do cancelamento, o aumento máximo do capital social da Citycon com base nas obrigações convertíveis diminuiu de EUR 23.383.927,80 para EUR 22.901.784,75.","neutral"
"A equipe de geossoluções fornece ainda uma nova tecnologia intrigante, combinando GPS e tecnologias baseadas em dispositivos móveis, juntamente com redes sociais baseadas na Internet.","neutral"
"Através da troca nórdica, a OMX oferece acesso a aproximadamente 80 % do mercado de valores mobiliários nórdicos e bálticos.","neutral"
"A Mercator usará o software para suas operações de logística, varejo e atacado na Eslovênia e em outros mercados no sudeste da Europa.","neutral"
"O fabricante finlandês de produtos electrónicos Scanfil reporta vendas líquidas de 241,2 milhões de euros em 2006 , abaixo dos 321,6 milhões de euros em 2005 .","neutral"
"A cópia, a republicação ou a redistribuição do conteúdo de notícias da AFX, incultando por enquadramento ou meios semelhantes, é expressamente proibido sem o consentimento prévio por escrito do AFX News.","neutral"
"As operações continuadas significam a estrutura após a reestruturação do grupo Aspocomp incluindo a Aspocomp Oulu e as operações da sede.","neutral"
"Um total de 131000 novas ações da Companhia de Mineração da Talvivaara Plc foram assinadas durante o período entre 1 de maio de 2010 e 30 de junho de 2010 sob os direitos de opção de ações da empresa 2007a.","neutral"
"A GE está construindo a instalação com a desenvolvedora de energia eólica Invenergy Wind LLC.","neutral"
"O presidente da FCC, Kevin Martin, disse que o Fair Play exigia estender as mesmas regras desregulatórias às linhas de assinantes digitais que os provedores de telecomunicações usam para redes de banda larga.","neutral"
"O grupo da indústria florestal finlandesa STORA ENSO OYJ emitiu na quinta -feira (20 de março) um aviso de lucro para o primeiro trimestre de 2008.","neutral"
"O potencial adquirente é a Cencorp Corporation, que é uma entidade relacionada à SAV devido a cada um de SAV e Cencorp sendo uma subsidiária do grupo Savcor finlandês OY.","neutral"
"O prejuízo operacional antes de itens não recorrentes foi de 0,9 milhões de euros, em comparação com um lucro de 11,5 milhões de euros em 2008.","neutral"
"A maquinaria agora encomendada será colocada num novo moinho com capacidade de produção anual de 40 000 m3 de contraplacado de bétula sobreposto.","neutral"
"- O lucro antes dos impostos foi de 105,9 euros 82,7 milhões.","neutral"
"- As vendas do Grupo durante o período foram de 31,6 milhões de euros 36,6 milhões de euros, 1-6/2007 e o lucro antes de impostos foi de 0,2 1,3 milhões de euros.","neutral"
"Como resultado da transação, a Sanoma Budapest adquiriu uma participação na loja online Egeszsegbolt.","neutral"
"Postado originalmente no blog de segurança Garon.com, Security Watch.","neutral"
"O pedido consiste em expansão de capacidade, serviços de manutenção e nova funcionalidade de carregamento, informou a empresa.","neutral"
"O correspondente aumento de capital social devido a estas subscrições com warrants , no total de 1.860,74 euros , foi registado no Registo Comercial Finlandês em 4 de Janeiro de 2008 .","neutral"
"Os participantes de qualquer uma das discussões do livro ou de outros eventos especiais, ou visitantes da concessionária de automóveis, eram elegíveis para participar do sorteio do Altima prata 2005 de quatro portas.","neutral"
"ATUALIZAÃÃO 1-SABMiller aumenta as vendas subjacentes no 2Âº trimestre, o cÃ¢mbio impacta as margens","neutral"
"Dois outros sites serão incluídos mais tarde.","neutral"
"Poyry é uma empresa global de consultoria e engenharia focada nos setores de energia, indústria florestal e infraestrutura e meio ambiente.","neutral"
"Após a reestruturação, a capacidade média das máquinas de papel da UPM na Europa será de 320.000 toneladas (350.000 toneladas curtas) em papel revestido para revistas e 420.000 toneladas (460.000 toneladas curtas) em papel fino revestido.","neutral"
"A Honkarakenne também decidiu ontem vender 88.500 de suas ações da B Series para os principais membros da equipe por 2,9,9 euros por ação.","neutral"
"Para as novas ações subscritas com opções de ações, todos os direitos dos acionistas começam a partir da data em que são inseridos no Registro de Comércio.","neutral"
"A empresa tem como alvo as vendas de LS 27,1 Mn (LS 23.498 MN) e um lucro de LS 300.000 (LS 371.500) em 2007.","neutral"
"O valor da ordem é de cerca de 100 milhões de euros.","neutral"
"As novas unidades devem se tornar uma das maiores da empresa.","neutral"
"As opções poderão incluir a alienação parcial ou total das suas participações na Ovako.","neutral"
"Fundada em 1987, o grupo SRV é uma preocupação de construção finlandesa privada com operações na Finlândia, países bálticos e Rússia.","neutral"
"O lucro líquido da Vaisala no terceiro trimestre de 2007 caiu para 3,0 milhões de euros (US$ 4,3 milhões) de 6,8 milhões de euros (US$ 9,8 milhões) no mesmo período de 2006.","neutral"
"A Proha Plc (Euronext: 7327) anunciou hoje (19 de maio) que sua subsidiária totalmente de propriedade, Safran Software Solutions AS, concordou em vender sua participação de 49 % da Safran North America LLC para um SNA Holding como, um grupo de investimentos baseado na Noruega.","neutral"
"As turbinas deverão ser lançadas até o final de 2012 .","neutral"
"O descarregador de navios é totalmente fechado ao longo de toda a linha de transporte até as instalações de armazenamento.","neutral"
"Em 25 de Agosto de 2009, a participação da Sampo na Nordea era de 19,45%.","neutral"
"A Marathon estima o valor de sua participação restante na Protalix em US $ 27 milhões.","neutral"
"A balsa com capacidade para 2.500 passageiros terá dimensões de 185 m de comprimento total, 170 m de comprimento entre perpendiculares, 27,70 m de boca e 6,55 m de calado de projeto.","neutral"
"Durante os últimos 10 anos, a fábrica produziu muitos dos modelos mais populares da Nokia, incluindo o Nokia 2760, o Nokia 6300, bem como o mais recente dispositivo musical da Nokia, o Nokia 5800 Express Music.","neutral"
"A duração dos despedimentos por trabalhador variará entre uma e seis semanas.","neutral"
"O conselho de administração da empresa irá propor um dividendo de 0,14 euros para 2008 na assembleia geral anual.","neutral"
"A faixa visual da pista é uma avaliação calculada da distância que um piloto pode ver em uma pista.","neutral"
"COMPTEL CORPORATION Sami Ervio Presidente e CEO Distribuição: NASDAQ OMX Helsinque Principais mídias As soluções Comptel Dynamic OSS permitem que os provedores de serviços de telecomunicações forneçam serviços com flexibilidade e os cobrem de maneira eficaz.","neutral"
"Castecka disse que a prefeitura manterÃ¡ conversaÃ§Ãµes com outros investidores interessados âeurosâeurosna zona.","neutral"
"Rihko começou a gerir o negócio Benecol da Raisio no Verão de 2006, depois de chefiar as operações europeias da empresa de tabaco Altadis.","neutral"
"De acordo com o plano de fusão original, a Scanfil receberia uma participação de 79 % nos negócios combinados.","neutral"
"A Viking pagará 130 milhões de euros pelo novo navio, que será concluído em janeiro de 2008.","neutral"
"Cobertura do produto: assados; biscoitos ; cereais matinais Cobertura de dados: histórico e previsões de tamanhos de mercado, participações de empresas, participações de marcas e dados de distribuição.","neutral"
"Segundo ele , as obras terão início na Primavera de 2007 e a instalação deverá ser inaugurada na Primavera de 2008 .","neutral"
"Jeder beta-tester erh+ñlt kostenlos sechs monate lang atualiza und hat hat laut eigener aussage die m+ntglichkeit, die finale versão zu beeinflussen.","neutral"
"As ações da Kemira fecharam em (x20ac) 16,66 (US$ 22,71).","neutral"
"A empresa sueca de consultoria em engenharia Etteplan deverá estabelecer uma unidade na cidade de Borl+ñnge, na virada do mês de março para abril de 2008.","neutral"
"A LLC, provedora de soluções de gerenciamento de voz e dados para empresas sem fio com operações em todo o mundo, transferirá suas operações de implantação dos EUA para a gigante móvel finlandesa, que inclui obras civis e serviços de aquisição de sites.","neutral"
"Na Suécia, as vendas denominadas por SEK acumuladas da Gallerix caíram 1 % e as vendas denominadas por EUR subiram 11 %.","neutral"
"1S '08 1S '07 2T '08 2T '07 em milhões de euros, salvo indicação em contrário Vendas líquidas 386 328,6 201 160,7 Lucro operacional 46,3 35,8 23,2 9,5 Lucro antes de impostos 33,6 26,9 18,7 5,1 Lucro líquido 25,1 25,4 14 4,0 EPS em euros 2,20 2,36 1,24 0,38 1,0 euros = $ 1,60 www.componenta.com","neutral"
"A Lei de Insolvência regula o montante da dívida que os mutuários podem amortizar.","neutral"
"A loja está localizada em Poznan, num centro comercial chamado Pestka, acrescentou a empresa.","neutral"
"O número máximo de demissões na Finlândia é de 40 funcionários, acrescentou a empresa.","neutral"
"Escolha entre uma contagem regressiva gigante com a cabeça vermelha ou a truta arco -íris - ou o RAP de shad gigante na cor do poleiro.","neutral"
"A Aktia prevê uma inflação na Finlândia de 1,1 % em 2010 .","neutral"
"$RIG, quem está pressionando isso é uma loucura, prepare-se para dividendos suspensos (transformando-se em ações de crescimento), estourando os lucros e uma grande recompra, haha","neutral"
"Atualmente, os móveis incap estão negociando cortes de funcionários.","neutral"
"A fábrica adquirida tem uma capacidade anual de cerca de 300 mil toneladas e a maior parte da sua produção é vendida a clientes nacionais.","neutral"
"O RBS paga US $ 1,7 bilhão para descartar os direitos de dividendos do Tesouro do Reino Unido","neutral"
"A siderúrgica disse que a queda no lucro foi explicada pela contínua incerteza económica, misturada com a actual seca nos empréstimos bancários, resultando num declínio na procura dos seus produtos, uma vez que os clientes têm cada vez mais dificuldade em financiar as operações.","neutral"
"Serão investidos no projeto um total de US$ 78 milhões.","neutral"
"Uma categoria de preços é para chamadas na rede do operador preferencial e outra para chamadas em redes de outros operadores.","neutral"
"O fornecedor finlandês de soluções de TI afetação oyj hel: AFE1V disse hoje que está caindo para um prejuízo líquido de 115.000 euros no segundo trimestre de 2010, com um lucro de 845.000 euros no período correspondente do ano anterior.","neutral"
"A Tikkurila, uma divisão do grupo Kemira, controla cerca de 23 % do mercado russo em seu campo e possui o produtor de tinta de São Petersburgo Tex..","neutral"
"Em 2005, o banco registrou um lucro líquido de LT 8,2 MN.","neutral"
"O nível chave a ser observado no $FB hoje é 25,53 - observando para ver se ele pode ser mantido como suporte http://stks.co/bOH4","neutral"
"Nenhum ponto cego proveniente de um único ponto de vista permite que os investigadores vejam toda a história em alta resolução, sem vídeo ininterrupto.","neutral"
"(ADP News) - 4 de fevereiro de 2009 - Os sistemas de comunicação e soluções de comunicação de dados de banda larga finlandesa Teleste OYJ (HEL: TLT1V) disseram hoje que seu lucro líquido diminuiu para 5,5 milhões de euros (US $ 7,2 m) em 2008, de 9,4 milhões de euros por 200 por 200","neutral"
"O lucro operacional totalizou 9,0 milhões de euros , abaixo dos 9,7 milhões de euros no primeiro semestre de 2008 .","neutral"
"O valor do contrato de vários anos é de mais de 2 milhões de euros por ano.","neutral"
"Talvik afirma que a realocação de programas aplicativos em servidores continuará, enquanto os servidores HP foram aprovados porque a HP forneceu uma solução sob medida para Elisa.","neutral"
"Atualmente possui 80.565 ações da Amer Sports Corporation, equivalentes a 0,11% do capital social e dos direitos de voto da empresa.","neutral"
"Em 2010, a Sanoma Magazines espera que as vendas líquidas se situem no nível de 2009.","neutral"
"O lucro operacional diminuiu de 16,6 milhões de euros para 11,2 milhões de euros.","neutral"
"A JVC deixará de produzir jogadores de DVD no Brasil: a JVC do Brasil, uma subsidiária do Japão JVC Group anunciou que interromperá a produção de players de DVD no Brasil.","neutral"
"O relatório traça o perfil de 614 empresas, incluindo muitos participantes importantes e de nicho em todo o mundo, como Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Empresa e Van Group, Inc.","neutral"
"Por favor, informe a IR Johanna Koskinen sobre sua participação até 20 de abril às 10h. Uma conferência telefônica para analistas financeiros e investidores, realizada em inglês, terá início às 15h. Hora finlandesa (EET).","neutral"
"No primeiro trimestre de 2009 , o prejuízo operacional da empresa totalizou 0,3 milhões de euros , em comparação com um lucro de 3,6 milhões de euros no primeiro trimestre de 2008 .","neutral"
"No final da semana passada, a Protalix Biotherapeutics Inc (AMEX: PLX) publicou um prospecto para uma primeira oferta na Amex de cerca de 5 % de seu capital social.","neutral"
"O fornecimento de liquidez foi interrompido em 11 de maio de 2007, quando as ações do ASPOCOMP Group Oyj foram negociadas abaixo de 0,50 centavos (a liberação da Bolsa de Valores da Aspocomp 11.5.2007).","neutral"
"A Biohit disse que reduzirá o número de pessoal arrendado em 10 e demitirá 10 de seu próprio pessoal.","neutral"
"A organização de P&D da Kemira compreende aproximadamente 750 pessoas, disse a empresa.","neutral"
"O TietoEnator caiu 1,13 por cento, para 18,38, ampliando as baixas recentes após o relatório do segundo trimestre da semana passada, disseram corretores.","neutral"
"Oferecemos aos nossos clientes consultoria de gestão integrada, soluções totais para projetos complexos e design e supervisão eficientes e de primeira linha.","neutral"
"Outros direitos dos acionistas entraram em vigor hoje.","neutral"
"Outras medidas incluíram o aumento de sinergias e economias de escala dentro do Grupo Grimaldi e ajustes de pessoal, desinvestimentos e devolução de tonelagem excedente.","neutral"
"A recompra das obrigações foi efectuada em mercado aberto de acordo com a secção 7 f dos termos e condições das Obrigações Convertíveis.","neutral"
"O equipamento será fabricado na oficina de Vaahto em Hollola, Finlândia e está programado para remessas durante o primeiro trimestre de 2009.","neutral"
"As aquisições conjuntas serão posteriormente estendidas às fábricas nos países bálticos.","neutral"
"A empresa está envolvida na venda de produtos financeiros, incluindo seguros, hipotecas, empréstimos automóveis e pessoais, corretagem financeira e leasing financeiro de equipamentos.","neutral"
"As novas 409.665.891 ações da Westend ICT Plc e o aumento de capital social de 2.000.000 euros com base nas deliberações da assembleia extraordinária de acionistas de 27 de dezembro de 2010 foram hoje registrados no Registro Comercial.","neutral"
"O lucro antes de impostos consolidado diminuiu 69,2 % para 41,0 milhões de euros em relação aos 133,1 milhões de euros em 2007 .","neutral"
"âeurosA Sanoma Ã© um comprador e nÃ£o um alvoâeuros?, disse ele.","neutral"
"A Tekla organizará uma reunião informativa para analistas e mídia na sala de reuniões do WTC Helsinki Marski, Aleksanterinkatu 17, no mesmo dia, das 12h30 às 13h30. Será servido almoço leve.","neutral"
"«Esta evolução reflecte, em parte, a maior actividade do governo no domínio da política de dividendos. ''","neutral"
"Os investimentos em desenvolvimento de produtos atingiram 6,0 milhões de euros (US$ 8,8 milhões).","neutral"
"As reduções serão implementadas imediatamente , a partir de Outubro de 2009 .","neutral"
"O inventor recebeu a patente U.S. No.","neutral"
"AHLSTOM CORPORATION ANUMENTO DA Bolsa de Valores 7.2.2007 às 10h30 Um total de 56.955 novas ações da Ahlstrom Corporation foram subscritas com direitos de opção nos programas de opções de ações da Companhia I 2001 e II 2001.","neutral"
"YIT Kausta construirá arranha-céus comerciais e residenciais na área de Virsuliskes.","neutral"
"As vendas líquidas da Alma Media em 2009 totalizaram MEUR 307,8 com uma margem operacional de 13,5 por cento.","neutral"
"Todas as empresas esportivas da Amer desenvolvem e fabricam produtos tecnicamente avançados que melhoram o desempenho dos participantes do esporte ativo.","neutral"
"A Tieto, na Letônia, é representada pelo Tieenator Alise e Tienetator, que possui operações nas indústrias de cartões de serviços financeiros, varejo e logística e terceirização de TI e serviços gerenciados.","neutral"
"Anúncio de Poyry Plccompany 10 de dezembro de 2010 às 16h10De acordo com o programa de opções de ações da Poyry Plc 2004, 63 792 novas ações da empresa foram assinadas desde 27 de outubro de 2010 com as opções de ações 2004b.","neutral"
"O primeiro trimestre decorreu dentro do esperado e em linha com as previsões dos analistas.","neutral"
"As porcentagens de ações e direitos de voto foram calculadas em proporção ao número total de ações registradas no registro comercial e o número total de direitos de voto relacionados a eles.","neutral"
"Sua renúncia entrará em vigor imediatamente.","neutral"
"A Cencorp se concentraria no desenvolvimento, fabricação e comercialização de produtos padrão para automação de produção.","neutral"
"Principais razões para ler este relatório: - O relatório contém apenas informações relevantes, deixando de fora dados excessivos.","neutral"
"Assim, Galvan fez seus próprios ajustes de poupança, comprando menos bebidas alcoólicas e observando o tamanho das porções.","neutral"
"Após a divisão, a empresa teria 26.885.540 ações da Série A e 9.540.000 ações da Série K.","neutral"
"Os contratos concedidos até o momento, em conexão com o sistema, representam um total de 36 milhões de euros.","neutral"
"O negócio de testes de rede faz parte do segmento de negócios de teste e automação da Elektrobit e emprega 39 pessoas na Finlândia e 22 pessoas no exterior, principalmente nos EUA e na Ásia.","neutral"
"Os outros assentos seriam para Edgar Edmonds, um americano com experiência na indústria de vestuário e varejo, e Christian Fischer, um austríaco com experiência no negócio de artigos para esportes de inverno.","neutral"
"Até agora, a norueguesa Norske Skog reduziu o quadro de funcionários em 1.000 pessoas e planeja reduzir a produção em 200.000 toneladas em 2008, enquanto a finlandesa-sueca Stora Enso cortará o quadro de funcionários em 1.700 pessoas e a produção em 500.000 toneladas.","neutral"
"Os serviços de bem-estar serão importantes no futuro.","neutral"
"A Solidium agora detém 5,0 % das ações da Solidium OY adquiriu 5,0 % das ações da Tieto Corporation por aproximadamente 58 milhões de euros.","neutral"
"Espera -se que as vendas líquidas em 2008 estejam no mesmo nível que em 2007.","neutral"
"A empresa de exportação agrícola argentina Calafate aproveitou a empresa de compatriotas Finnegans para uma solução de software, informou a última empresa em comunicado.","neutral"
"O prejuízo operacional da publicação na Suécia foi de 1,1 milhões de euros no primeiro trimestre de 2009, em comparação com um lucro de 0,6 milhões de euros há um ano.","neutral"
"Ao mesmo tempo, o mercado de dispositivos automatizados para manipulação de líquidos já é maior do que o de pipetas, segundo a Biohit.","neutral"
"Além disso, a área de atendimento existente no hall de recepção será reconstruída e será fornecido acesso às ligações ferroviárias locais.","neutral"
"A esta taxa de crescimento, o pagamento da dívida nacional será extremamente doloroso.","neutral"
"A empresa finlandesa de software QPR Software Plc (OMX Helsinque: QPR1V) informou na quinta -feira (23 de outubro) um lucro operacional de 63 euros nas vendas líquidas de 1,5 m de euros no terceiro trimestre de 2008.","neutral"
"No entanto, a oferta provavelmente não será feita na avaliação atual, que deriva em parte do acordo em que a empresa foi mesclada em uma concha do mercado de ações.","neutral"
"(Um porta-voz disse ao WWD que espera uma mistura 50-50 de roupas e decoração para casa.)","neutral"
"Apresentou um volume de negócios de 4,5 milhões de euros ( 6,1 milhões de dólares ) e um lucro operacional de 1,5 milhões de euros ( 2,0 milhões de dólares ) em 2006 .","neutral"
"Os preços unitários dos transportadores straddle variam entre 700 mil euros e 900 mil euros, acrescentou a empresa.","neutral"
"Em anexo está a convocação da Affecto para a Assembleia Geral Extraordinária a ser realizada em 10 de julho, onde a agenda principal é aprovar a autorização ao Conselho para a proposta de emissão de ações relacionada à aquisição do Component Software e eleger Haakon Skaarer para o conselho da Affecto.","neutral"
"O modelo da empresa é baseado em projetos de construção de contratação de desenvolvedores e gerenciamento de projetos focado no cliente.","neutral"
"Clientes de uma ampla variedade de indústrias utilizam nosso aço inoxidável e nossos serviços em todo o mundo.","neutral"
"Ao mesmo tempo, o mercado de dispositivos automatizados para manipulação de líquidos já é maior do que o de pipetas, segundo a Biohit.","neutral"
"Os inventores são Bylander Johan, Ponten Fredrik e Lundberg Jorgen.","neutral"
"`` A Rússia está pronta para participar de um concurso aberto para a privatização de Lattlecom.","neutral"
"Como parte da transação, a fábrica de papel +ä+ñekoski permaneceu sob propriedade da M-real e continuou a produção da Galerie Art para a Sappi sob um contrato de longo prazo.","neutral"
"O acordo significa que dez pessoas de três países serão transferidas para Tieto.","neutral"
"A aquisição da TeliaSonera seria a maior da France Telecom desde a compra da Orange plc em 2000 por 27,8 bilhões (US$ 55,1 bilhões) e criaria a quarta maior empresa de telecomunicações do mundo, atrás da AT&T Inc., Verizon Communications Inc. do Japão.","neutral"
"Hoje, a tesoura laranja é o símbolo icônico do excelente design ergonômico e qualidade superior associada a todos os produtos da Fiskars.","neutral"
"Enquanto isso, os acionistas minoritários, esperando que a TeliaSonera mantenha a oferta, venda ações agora.","neutral"
"A Arena Partners OY é uma empresa de desenvolvimento para negócios eletrônicos.","neutral"
"O lucro operacional para o período de nove meses diminuiu de 19,9 milhões de euros, enquanto as vendas líquidas aumentaram de 155,7 milhões de euros, em comparação com o período correspondente em 2007.","neutral"
"O tráfego aéreo da Finlândia está em paralisação desde então.","neutral"
"A área total da expansão da fábrica é de 29.000 metros quadrados.","neutral"
"O lucro antes dos impostos foi de 4,0 milhões de euros, abaixo dos 4,9 mn de euros.","neutral"
"O fluxo de caixa operacional dos últimos 12 meses de $AMZN aumentou 48%, para US$ 4,98 bilhões, e o fluxo de caixa livre diminuiu 63%, para US$ 388 milhões http://stks.co/c06zG","neutral"
"A HKScan, com sede em Turku, Finlândia, é um grupo alimentício líder no norte da Europa, com 10.000 funcionários em nove países.","neutral"
"Segundo o CEO Matti Perkonoja da empresa-mãe HKScan, o desempenho da empresa no primeiro trimestre de 2010 manteve-se claramente abaixo do nível do período correspondente em 2009.","neutral"
"A Amanda Capital tem investimentos em 22 fundos de private equity e em mais de 200 empresas não cotadas principalmente na Europa.","neutral"
"Contudo, em Março de 2009, o governo de São Petersburgo cedeu a parte frontal do edifício com uma área de 1.900 metros quadrados e um terreno para um hotel no valor de 10-15 milhões de dólares à empresa Delta.","neutral"
"A Cargotec também moverá os negócios de serviço e instalação da Hallberg-Ivarson no mesmo teto com seu centro de serviços para soluções de Kalmar e MacGregor em Gotemburgo.","neutral"
"Combinado com o portfólio Basware Enterprise Purchase to Pay, ele fornece um alto nível de automação para fluxos de trabalho de compras e faturas.","neutral"
"- As vendas do Grupo durante o período foram de 31,6 milhões de euros 36,6 milhões de euros, 1-6/2007 e o lucro antes de impostos foi de 0,2 1,3 milhões de euros.","neutral"
"A fábrica de carregadores da Salcomp na Índia está localizada no Nokia Telecom Park, no estado de Tamil Nadu, na parte oriental da Índia.","neutral"
"No final de Agosto, a Sampo era o maior accionista da Nordea, com uma participação de 20,6%, seguida pelo Estado com 19,9%.","neutral"
"A Vianor vende pneus para carros e caminhões, além de uma variedade de outras peças de carro e fornece serviços de manutenção.","neutral"
"A Atria disse que a sua oferta daria à empresa sueca a propriedade e o controlo contínuos das suas operações de abate e desmancha.","neutral"
"O Ministro da Agricultura da Estônia, Helir-Valdor Seeder, está na Finlândia em uma visita de dois dias, durante a qual se encontrará com sua colega finlandesa, Sirkka-Liisa Anttila.","neutral"
"As ações subscritas para as opções de ações foram registradas no Registro de Comércio em 20 de janeiro de 2011, a partir da qual a data em que as novas ações estabelecerão os direitos dos acionistas.","neutral"
"A empresa não divulgou o preço da aquisição.","neutral"
"Um total de 131000 novas ações da Companhia de Mineração da Talvivaara Plc foram assinadas durante o período entre 1 de maio de 2010 e 30 de junho de 2010 sob os direitos de opção de ações da empresa 2007a.","neutral"
"Após a aquisição, as vendas líquidas pro forma preliminares da Basware em 2005 ascenderam a 52,6 milhões de euros e o lucro operacional pro forma preliminar ascendeu a 7,1 milhões de euros.","neutral"
"Os testes, realizados no centro de competência LTE da Nokia Siemens em Espoo, Finlândia, seguem o início da produção da empresa de estações base Flexi Multiradio prontas para LTE para a banda de 800 MHz em abril de 2010, e complementam testes anteriores com a Nokia no 2100. Bandas de MHz e 2600 MHz.","neutral"
"A aquisição deverá ocorrer até o final de agosto de 2007.","neutral"
"As vendas líquidas da Aspo em 2006 totalizaram 225,9 milhões de euros.","neutral"
"O lucro por acção (EPS) ascendeu a uma perda de 0,38 euros.","neutral"
"A CapMan possui quatro áreas de investimento (CapMan Buyout, CapMan Technology, CapMan Life Science e CapMan Real Estate), e cada uma delas conta com uma equipe dedicada.","neutral"
"A estrutura de grupo e as operações comerciais da ASPO são desenvolvidas persistentemente sem cronogramas predefinidos.","neutral"
"GUANGDONG, 26 de outubro, SinoCast - A filial de Dongguan da Nokia Telecommunications assinou uma carta de intenções para abrir uma Nokia Class na Politécnica de Qingyuan, cidade de Qingyuan, província de Guangdong.","neutral"
"A M-real, que faz parte do fabricante de papel finlandês Metsaliitto Group, deverá divulgar o seu relatório do segundo trimestre por volta das 12:00 EET do dia 5 de Agosto de 2010.","neutral"
"O lucro por acção EPS em 2005 ascendeu a uma perda de 1,26 euros.","neutral"
"O Nordea Bank AB Publ detém 6.000 ações da Alma Media, representando 0,008 % do capital social e direitos de voto.","neutral"
"A empresa disse que anteriormente a EB forneceu uma solução personalizada para a LG Electronics e agora está disponibilizando-a comercialmente para outros fornecedores de terminais móveis, bem como para operadoras sem fio.","neutral"
